,name,style,ounces,brewery_name,city,state
310,Full Nelson Pale Ale,American Pale Ale (APA),12.0,Blue Mountain Brewery,Afton, VA
311,Steel Wheels ESB,Extra Special / Strong Bitter (ESB),12.0,Blue Mountain Brewery,Afton, VA
312,Blue Mountain Classic Lager,Euro Pale Lager,12.0,Blue Mountain Brewery,Afton, VA
313,Full Nelson Pale Ale (2010),American Pale Ale (APA),12.0,Blue Mountain Brewery,Afton, VA
314,Kölsch 151,Kölsch,12.0,Blue Mountain Brewery,Arrington, VA
315,Professor Black,American Stout,12.0,Blue Owl Brewing,Austin, TX
316,Little Boss,American Pale Wheat Ale,12.0,Blue Owl Brewing,Austin, TX
317,Van Dayum!,American Amber / Red Ale,12.0,Blue Owl Brewing,Austin, TX
318,Spirit Animal,American Pale Ale (APA),12.0,Blue Owl Brewing,Austin, TX
319,Toxic Sludge,American Black Ale,16.0,Blue Point Brewing Company,Patchogue, NY
320,Blue Point White IPA,American White IPA,12.0,Blue Point Brewing Company,Patchogue, NY
321,Blue Point Summer Ale,American Blonde Ale,12.0,Blue Point Brewing Company,Patchogue, NY
322,Toasted Lager,Vienna Lager,12.0,Blue Point Brewing Company,Patchogue, NY
323,Bohemian Export Lager,Dortmunder / Export Lager,12.0,Bohemian Brewery,Midvale, UT
324,Altus Bohemes Altbier,Altbier,12.0,Bohemian Brewery,Midvale, UT
325,Cherny Bock,Schwarzbier,12.0,Bohemian Brewery,Midvale, UT
326,Czech Pilsner,Czech Pilsener,12.0,Bohemian Brewery,Midvale, UT
327,Viennese Lager,Vienna Lager,12.0,Bohemian Brewery,Midvale, UT
328,Mad Manatee IPA,American IPA,12.0,Bold City Brewery,Jacksonville, FL
329,Killer Whale Cream Ale,Cream Ale,12.0,Bold City Brewery,Jacksonville, FL
330,Duke's Cold Nose Brown Ale,American Brown Ale,12.0,Bold City Brewery,Jacksonville, FL
331,Longhop IPA,American IPA,16.0,Bolero Snort Brewery,Ridgefield Park, NJ
332,Lucky Buck,Irish Dry Stout,16.0,Bolero Snort Brewery,Ridgefield Park, NJ
333,Bomb Lager (New Recipe),Munich Helles Lager,12.0,Bomb Beer Company,New York, NY
334,Bomb Lager (Old Recipe),Munich Helles Lager,12.0,Bomb Beer Company,New York, NY
335,Firestarter India Pale Ale,American IPA,12.0,Bonfire Brewing Company,Eagle, CO
336,Kilt Dropper Scotch Ale,Scotch Ale / Wee Heavy,16.0,Bonfire Brewing Company,Eagle, CO
337,Wood Splitter Pilsner,Czech Pilsener,16.0,Bonfire Brewing Company,Eagle, CO
338,Gyptoberfest,Märzen / Oktoberfest,12.0,Bonfire Brewing Company,Eagle, CO
339,Farmer Wirtz India Pale Ale,English India Pale Ale (IPA),16.0,Bonfire Brewing Company,Eagle, CO
340,Slow & Steady Golden Ale,American Blonde Ale,12.0,Bonfire Brewing Company,Eagle, CO
341,Pink-I Raspberry IPA,American IPA,16.0,Bonfire Brewing Company,Eagle, CO
342,Moe's Original Bar B Que 'Bama Brew Golden Ale,American Blonde Ale,12.0,Bonfire Brewing Company,Eagle, CO
343,Live Local Golden Ale,American Blonde Ale,12.0,Bonfire Brewing Company,Eagle, CO
344,Screaming Eagle Special Ale ESB,Extra Special / Strong Bitter (ESB),12.0,Bonfire Brewing Company,Eagle, CO
345,Dirtbag Dunkel,Munich Dunkel Lager,16.0,Bonfire Brewing Company,Eagle, CO
346,Kindler Pale Ale,American Pale Ale (APA),12.0,Bonfire Brewing Company,Eagle, CO
347,Mistress Winter Wheat,Winter Warmer,12.0,Bonfire Brewing Company,Eagle, CO
348,Tent Pole Vanilla Porter,American Porter,16.0,Bonfire Brewing Company,Eagle, CO
349,Awry Rye Pale Ale,American Pale Ale (APA),12.0,Bonfire Brewing Company,Eagle, CO
350,Demshitz Brown Ale,American Brown Ale,12.0,Bonfire Brewing Company,Eagle, CO
351,Wood Splitter Pilsner (2012),Czech Pilsener,12.0,Bonfire Brewing Company,Eagle, CO
352,Brush Creek Blonde,American Blonde Ale,16.0,Bonfire Brewing Company,Eagle, CO
353,Firestarter India Pale Ale,American IPA,16.0,Bonfire Brewing Company,Eagle, CO
354,Noche Dulce,American Porter,16.0,Borderlands Brewing Company,Tucson, AZ
355,Porch Rocker,Radler,12.0,Boston Beer Company,Boston, MA
356,Rebel IPA,American IPA,16.0,Boston Beer Company,Boston, MA
357,Cold Snap,Witbier,12.0,Boston Beer Company,Boston, MA
358,Samuel Adams Winter Lager,Bock,12.0,Boston Beer Company,Boston, MA
359,Boston Lager,Vienna Lager,16.0,Boston Beer Company,Boston, MA
360,Boston Lager,Vienna Lager,12.0,Boston Beer Company,Boston, MA
361,Samuel Adams Octoberfest,Märzen / Oktoberfest,12.0,Boston Beer Company,Boston, MA
362,Samuel Adams Summer Ale,American Pale Wheat Ale,12.0,Boston Beer Company,Boston, MA
363,Boston Lager,Vienna Lager,12.0,Boston Beer Company,Boston, MA
364,Hazed & Infused,American Pale Ale (APA),12.0,Boulder Beer Company,Boulder, CO
365,Hoopla Pale Ale,American Pale Ale (APA),12.0,Boulder Beer Company,Boulder, CO
366,Hazed & Infused (2010),American Pale Ale (APA),12.0,Boulder Beer Company,Boulder, CO
367,Heavy Lifting,American IPA,12.0,Boulevard Brewing Company,Kansas City, MO
368,1492,American Pale Ale (APA),12.0,Boxcar Brewing Company,West Chester, PA
369,Mango Ginger,American IPA,12.0,Boxcar Brewing Company,West Chester, PA
370,Passenger,English Dark Mild Ale,12.0,Boxcar Brewing Company,West Chester, PA
371,Plum St. Porter,American Porter,12.0,Bozeman Brewing Company,Bozeman, MT
372,Plum St. Porter,American Porter,12.0,Bozeman Brewing Company,Bozeman, MT
373,Bozone HopZone IPA,American IPA,12.0,Bozeman Brewing Company,Bozeman, MT
374,Bozone Hefe Weizen,Hefeweizen,12.0,Bozeman Brewing Company,Bozeman, MT
375,Bozone Select Amber Ale,American Amber / Red Ale,12.0,Bozeman Brewing Company,Bozeman, MT
376,Evil Owl,American Amber / Red Ale,12.0,Branchline Brewing Company,San Antonio, TX
377,Post Time Kölsch,Kölsch,16.0,Breakside Brewery,Portland, OR
378,Agave Wheat,American Pale Wheat Ale,12.0,Breckenridge Brewery,Denver, CO
379,SummerBright Ale,American Pale Wheat Ale,12.0,Breckenridge Brewery,Denver, CO
380,Lucky U IPA,American IPA,12.0,Breckenridge Brewery,Denver, CO
381,Avalanche Ale,American Amber / Red Ale,12.0,Breckenridge Brewery,Denver, CO
382,"You're My Boy, Blue",Fruit / Vegetable Beer,12.0,Brew Bus Brewing,Tampa, FL
383,Last Stop IPA,American IPA,12.0,Brew Bus Brewing,Tampa, FL
384,Rollin Dirty Red Ale,Irish Red Ale,12.0,Brew Bus Brewing,Tampa, FL
385,Are Wheat There Yet?,American Pale Wheat Ale,12.0,Brew Bus Brewing,Tampa, FL
386,Insert Hop Reference,American Pale Ale (APA),16.0,Brew Link Brewing,Plainfield, IN
387,Manitou Amber,American Amber / Red Ale,16.0,Brewery Terra Firma,Traverse City, MI
388,Belfort,Saison / Farmhouse Ale,16.0,Brewery Vivant,Grand Rapids, MI
389,Star Runner,Belgian Pale Ale,16.0,Brewery Vivant,Grand Rapids, MI
390,Tart Side of the Barrel,American Double / Imperial Stout,16.0,Brewery Vivant,Grand Rapids, MI
391,Linnaeus Mango IPA,American IPA,16.0,Brewery Vivant,Grand Rapids, MI
392,Beasts A'Burnin',Rauchbier,16.0,Brewery Vivant,Grand Rapids, MI
393,Verdun,Bière de Garde,16.0,Brewery Vivant,Grand Rapids, MI
394,Barrel Aged Triomphe,Belgian IPA,16.0,Brewery Vivant,Grand Rapids, MI
395,Cherry Doppelbock,Doppelbock,16.0,Brewery Vivant,Grand Rapids, MI
396,Tropical Saison,Saison / Farmhouse Ale,16.0,Brewery Vivant,Grand Rapids, MI
397,Beach Patrol,Witbier,16.0,Brewery Vivant,Grand Rapids, MI
398,Nuit Serpent,Belgian IPA,16.0,Brewery Vivant,Grand Rapids, MI
399,Paris,Saison / Farmhouse Ale,16.0,Brewery Vivant,Grand Rapids, MI
400,The Grand Army,Belgian IPA,16.0,Brewery Vivant,Grand Rapids, MI
401,Acidulated Trip,Saison / Farmhouse Ale,16.0,Brewery Vivant,Grand Rapids, MI
402,Root Stock,Rye Beer,16.0,Brewery Vivant,Grand Rapids, MI
403,Mind Games,Dunkelweizen,16.0,Brewery Vivant,Grand Rapids, MI
404,Sous Chef,Belgian Strong Pale Ale,16.0,Brewery Vivant,Grand Rapids, MI
405,Dubbelicious,Dubbel,16.0,Brewery Vivant,Grand Rapids, MI
406,Psychopomp,Belgian Dark Ale,16.0,Brewery Vivant,Grand Rapids, MI
407,Fat Paczki,Belgian Dark Ale,16.0,Brewery Vivant,Grand Rapids, MI
408,Earth-Like Planets,Belgian Pale Ale,16.0,Brewery Vivant,Grand Rapids, MI
409,Ski Patrol,Witbier,16.0,Brewery Vivant,Grand Rapids, MI
410,Viking Ice Hole,Oatmeal Stout,16.0,Brewery Vivant,Grand Rapids, MI
411,Rye Porter,American Porter,16.0,Brewery Vivant,Grand Rapids, MI
412,Wizard Burial Ground,Quadrupel (Quad),16.0,Brewery Vivant,Grand Rapids, MI
413,Smoky Wheat,Rauchbier,16.0,Brewery Vivant,Grand Rapids, MI
414,BRIPA,Belgian IPA,16.0,Brewery Vivant,Grand Rapids, MI
415,Mela,Belgian Dark Ale,16.0,Brewery Vivant,Grand Rapids, MI
416,W.I.P.A Snappa,Belgian IPA,16.0,Brewery Vivant,Grand Rapids, MI
417,Pepper in the Rye,Rye Beer,16.0,Brewery Vivant,Grand Rapids, MI
418,Moe Lasses',American Stout,16.0,Brewery Vivant,Grand Rapids, MI
419,Pumpkin Tart,Fruit / Vegetable Beer,16.0,Brewery Vivant,Grand Rapids, MI
420,Undertaker,Belgian Dark Ale,16.0,Brewery Vivant,Grand Rapids, MI
421,Undertaker (2014),Belgian Dark Ale,16.0,Brewery Vivant,Grand Rapids, MI
422,Coq D'Or,Belgian Pale Ale,16.0,Brewery Vivant,Grand Rapids, MI
423,North French,Bière de Garde,16.0,Brewery Vivant,Grand Rapids, MI
424,Agent a Deux,Belgian Dark Ale,16.0,Brewery Vivant,Grand Rapids, MI
425,Belgian Wit,Witbier,16.0,Brewery Vivant,Grand Rapids, MI
426,Pothole Stout,American Stout,16.0,Brewery Vivant,Grand Rapids, MI
427,Tree Bucket,Belgian IPA,16.0,Brewery Vivant,Grand Rapids, MI
428,Le Flaneur Ale,American Wild Ale,16.0,Brewery Vivant,Grand Rapids, MI
429,Maize & Blueberry,Fruit / Vegetable Beer,16.0,Brewery Vivant,Grand Rapids, MI
430,Trebuchet Double IPA,American Double / Imperial IPA,16.0,Brewery Vivant,Grand Rapids, MI
431,Contemplation,Bière de Garde,16.0,Brewery Vivant,Grand Rapids, MI
432,Black Rabbit,American Black Ale,16.0,Brewery Vivant,Grand Rapids, MI
433,Zaison,Saison / Farmhouse Ale,16.0,Brewery Vivant,Grand Rapids, MI
434,Vivant Tripel,Tripel,16.0,Brewery Vivant,Grand Rapids, MI
435,Tart Side of the Moon,Belgian Dark Ale,16.0,Brewery Vivant,Grand Rapids, MI
436,Big Red Coq,American Amber / Red Ale,16.0,Brewery Vivant,Grand Rapids, MI
437,Hubris Quadrupel Anniversary Ale,Quadrupel (Quad),16.0,Brewery Vivant,Grand Rapids, MI
438,Plow Horse Belgian Style Imperial Stout,American Double / Imperial Stout,16.0,Brewery Vivant,Grand Rapids, MI
439,Escoffier Bretta Ale,American Wild Ale,16.0,Brewery Vivant,Grand Rapids, MI
440,Contemplation (2012),Bière de Garde,16.0,Brewery Vivant,Grand Rapids, MI
441,Vivant Belgian Style Imperial Stout (2012),Russian Imperial Stout,16.0,Brewery Vivant,Grand Rapids, MI
442,Big Red Coq (2012),American Amber / Red Ale,16.0,Brewery Vivant,Grand Rapids, MI
443,Zaison (2012),Saison / Farmhouse Ale,16.0,Brewery Vivant,Grand Rapids, MI
444,Vivant Tripel (2012),Tripel,16.0,Brewery Vivant,Grand Rapids, MI
445,Trebuchet Double IPA (2012),Belgian IPA,16.0,Brewery Vivant,Grand Rapids, MI
446,Kludde,Belgian Strong Dark Ale,16.0,Brewery Vivant,Grand Rapids, MI
447,Farm Hand,Saison / Farmhouse Ale,16.0,Brewery Vivant,Grand Rapids, MI
448,Solitude,Belgian Pale Ale,16.0,Brewery Vivant,Grand Rapids, MI
449,Triomphe,Belgian IPA,16.0,Brewery Vivant,Grand Rapids, MI
450,Tampa Pale Ale,American Pale Ale (APA),12.0,Brindle Dog Brewing Company,Tampa Bay, FL
451,Orange Grove Wheat Ale,American Pale Wheat Ale,12.0,Brindle Dog Brewing Company,Tampa Bay, FL
452,Broad Brook Ale,American Amber / Red Ale,16.0,Broad Brook Brewing LLC,East Windsor, CT
453,Northern Lights Amber Ale,American Amber / Red Ale,12.0,Broken Tooth Brewing Company,Anchorage, AK
454,Polar Pale Ale,American Pale Ale (APA),12.0,Broken Tooth Brewing Company,Anchorage, AK
455,Chugach Session Ale,Cream Ale,12.0,Broken Tooth Brewing Company,Anchorage, AK
456,Fairweather IPA,American IPA,12.0,Broken Tooth Brewing Company,Anchorage, AK
457,East India Pale Ale,English India Pale Ale (IPA),16.0,Brooklyn Brewery,Brooklyn, NY
458,Brooklyn Summer Ale,English Pale Mild Ale,12.0,Brooklyn Brewery,Brooklyn, NY
459,East India Pale Ale,English India Pale Ale (IPA),12.0,Brooklyn Brewery,Brooklyn, NY
460,Brooklyn Summer Ale (2011),English Pale Mild Ale,12.0,Brooklyn Brewery,Brooklyn, NY
461,Brooklyn Lager (16 oz.),American Amber / Red Lager,16.0,Brooklyn Brewery,Brooklyn, NY
462,Brooklyn Lager (12 oz.),American Amber / Red Lager,12.0,Brooklyn Brewery,Brooklyn, NY
463,Tour de Nez Belgian IPA (Current),Belgian IPA,16.0,Buckbean Brewing Company,Reno, NV
464,Roler Bock (Current),Maibock / Helles Bock,16.0,Buckbean Brewing Company,Reno, NV
465,Black Adder IBA (Current),American Black Ale,16.0,Buckbean Brewing Company,Reno, NV
466,Very Noddy Lager (Current),Schwarzbier,16.0,Buckbean Brewing Company,Reno, NV
467,Tule Duck Red Ale (Current),American Amber / Red Ale,16.0,Buckbean Brewing Company,Reno, NV
468,Original Orange Blossom Ale (Current),Herbed / Spiced Beer,16.0,Buckbean Brewing Company,Reno, NV
469,Black Noddy Lager (Current),Schwarzbier,16.0,Buckbean Brewing Company,Reno, NV
470,Cleveland Beer Week 2013,Munich Helles Lager,16.0,Buckeye Brewing,Cleveland, OH
471,Painted Turtle,American Pale Ale (APA),12.0,BuckleDown Brewing,Lyons, IL
472,1836,American Blonde Ale,12.0,Buffalo Bayou Brewing Company,Houston, TX
473,Summer's Wit,Witbier,12.0,Buffalo Bayou Brewing Company,Houston, TX
474,More Cowbell,American Double / Imperial IPA,16.0,Buffalo Bayou Brewing Company,Houston, TX
475,Wrath of Pele,American Brown Ale,16.0,Burn 'Em Brewing,Michigan City, IN
476,Black Beer'd,American Black Ale,16.0,Burn 'Em Brewing,Michigan City, IN
477,Mr. Tea,Fruit / Vegetable Beer,24.0,Burn 'Em Brewing,Michigan City, IN
478,Pale Alement,American Pale Ale (APA),12.0,Burn 'Em Brewing,Michigan City, IN
479,Hopkick Dropkick,American Double / Imperial IPA,12.0,Burn 'Em Brewing,Michigan City, IN
480,Kreamed Corn,Cream Ale,12.0,Burn 'Em Brewing,Michigan City, IN
481,Coconoats,American Pale Wheat Ale,16.0,Burn 'Em Brewing,Michigan City, IN
482,Joey Wheat,American Pale Wheat Ale,16.0,Burn 'Em Brewing,Michigan City, IN
483,3:33 Black IPA,American IPA,16.0,Burn 'Em Brewing,Michigan City, IN
484,MCA,American IPA,16.0,Burn 'Em Brewing,Michigan City, IN
485,Pale Alement,American Pale Ale (APA),16.0,Burn 'Em Brewing,Michigan City, IN
486,Couch Select Lager,American Pale Lager,12.0,Burnside Brewing Co.,Portland, OR
487,Mucho Aloha Hawaiian Pale Ale,American Pale Ale (APA),12.0,Butcher's Brewing,Carlsbad, CA
488,Heinnieweisse Weissebier,Hefeweizen,12.0,Butternuts Beer and Ale,Garrattsville, NY
489,Snapperhead IPA,American IPA,12.0,Butternuts Beer and Ale,Garrattsville, NY
490,Moo Thunder Stout,Milk / Sweet Stout,12.0,Butternuts Beer and Ale,Garrattsville, NY
491,Porkslap Pale Ale,American Pale Ale (APA),12.0,Butternuts Beer and Ale,Garrattsville, NY
492,Blackbeard,American Double / Imperial Stout,12.0,COAST Brewing Company,Charleston, SC
493,Rye Knot,American Brown Ale,12.0,COAST Brewing Company,Charleston, SC
494,Dead Arm,American Pale Ale (APA),12.0,COAST Brewing Company,Charleston, SC
495,32°/50° Kölsch ,Kölsch,16.0,COAST Brewing Company,Charleston, SC
496,HopArt,American IPA,16.0,COAST Brewing Company,Charleston, SC
497,Boy King,American Double / Imperial IPA,16.0,COAST Brewing Company,Charleston, SC
498,Gran Sport,American Porter,16.0,COOP Ale Works,Oklahoma City, OK
499,Horny Toad Cerveza,American Blonde Ale,16.0,COOP Ale Works,Oklahoma City, OK
500,Native Amber,American Amber / Red Ale,16.0,COOP Ale Works,Oklahoma City, OK
501,F5 IPA,American IPA,16.0,COOP Ale Works,Oklahoma City, OK
502,Native Amber (2013),American Amber / Red Ale,16.0,COOP Ale Works,Oklahoma City, OK
503,Horny Toad Cerveza (2013),American Blonde Ale,16.0,COOP Ale Works,Oklahoma City, OK
504,Hopportunity Knocks IPA,American IPA,12.0,Caldera Brewing Company,Ashland, OR
505,Pilot Rock Porter,American Porter,12.0,Caldera Brewing Company,Ashland, OR
506,Caldera Pale Ale,American Pale Ale (APA),12.0,Caldera Brewing Company,Ashland, OR
507,Lawnmower Lager,American Adjunct Lager,12.0,Caldera Brewing Company,Ashland, OR
508,Ashland Amber Ale (2009),American Amber / Red Ale,12.0,Caldera Brewing Company,Ashland, OR
509,Caldera IPA (2009),American IPA,12.0,Caldera Brewing Company,Ashland, OR
510,Caldera IPA (2007),American IPA,12.0,Caldera Brewing Company,Ashland, OR
511,Caldera Pale Ale (2010),American Pale Ale (APA),12.0,Caldera Brewing Company,Ashland, OR
512,Caldera Pale Ale (2009),American Pale Ale (APA),12.0,Caldera Brewing Company,Ashland, OR
513,Caldera Pale Ale (2005),American Pale Ale (APA),12.0,Caldera Brewing Company,Ashland, OR
514,Caldera Pale Ale (2007),American Pale Ale (APA),12.0,Caldera Brewing Company,Ashland, OR
515,Caldera Pale Ale (2011),American Pale Ale (APA),12.0,Caldera Brewing Company,Ashland, OR
516,Ashland Amber Ale,American Amber / Red Ale,12.0,Caldera Brewing Company,Ashland, OR
517,Caldera IPA,American IPA,12.0,Caldera Brewing Company,Ashland, OR
518,Remain in Light,American Pilsner,12.0,Cambridge Brewing Company,Cambridge, MA
519,Flower Child (2014),American IPA,12.0,Cambridge Brewing Company,Cambridge, MA
520,THP White (2006),Witbier,12.0,Cans Bar and Canteen,Charlotte, NC
521,THP Amber (2006),American Amber / Red Ale,12.0,Cans Bar and Canteen,Charlotte, NC
522,THP Light (2006),American Blonde Ale,12.0,Cans Bar and Canteen,Charlotte, NC
523,THP Dark (2006),English Dark Mild Ale,12.0,Cans Bar and Canteen,Charlotte, NC
524,Imperial Pumpkin Stout,Pumpkin Ale,16.0,Cape Ann Brewing Company,Gloucester, MA
525,Dead-Eye DIPA,American Double / Imperial IPA,16.0,Cape Ann Brewing Company,Gloucester, MA
526,Fisherman's IPA,American IPA,12.0,Cape Ann Brewing Company,Gloucester, MA
527,Fisherman's Pils,German Pilsener,12.0,Cape Ann Brewing Company,Gloucester, MA
528,Fisherman's Brew,American Amber / Red Ale,12.0,Cape Ann Brewing Company,Gloucester, MA
529,Cape Cod Red,American Amber / Red Ale,16.0,Cape Cod Beer,Hyannis, MA
530,Beach Blonde,American Blonde Ale,16.0,Cape Cod Beer,Hyannis, MA
531,Dark Voyage Black IPA (2013),American Black Ale,12.0,Capital Brewery,Middleton, WI
532,Wisconsin Amber,Vienna Lager,12.0,Capital Brewery,Middleton, WI
533,Lake House,Munich Helles Lager,12.0,Capital Brewery,Middleton, WI
534,Ghost Ship White IPA,American IPA,12.0,Capital Brewery,Middleton, WI
535,Lake House,Munich Helles Lager,16.0,Capital Brewery,Middleton, WI
536,Mutiny IPA,American IPA,12.0,Capital Brewery,Middleton, WI
537,Wisconsin Amber (1998),Vienna Lager,12.0,Capital Brewery,Middleton, WI
538,Island Wheat,American Pale Wheat Ale,12.0,Capital Brewery,Middleton, WI
539,Wisconsin Amber (2013),Vienna Lager,12.0,Capital Brewery,Middleton, WI
540,U.S. Pale Ale,American Pale Ale (APA),12.0,Capital Brewery,Middleton, WI
541,Supper Club Lager,American Pale Lager,12.0,Capital Brewery,Middleton, WI
542,Carolina Lighthouse (2007),American Blonde Ale,12.0,Carolina Beer & Beverage,Mooresville, NC
543,Carolina Blonde (2006),American Blonde Ale,12.0,Carolina Beer & Beverage,Mooresville, NC
544,Carolina Blonde Light (2005),American Blonde Ale,12.0,Carolina Beer & Beverage,Mooresville, NC
545,Santa's Secret,Winter Warmer,16.0,Carolina Brewery,Pittsboro, NC
546,Flagship IPA,English India Pale Ale (IPA),12.0,Carolina Brewery,Pittsboro, NC
547,Sky Blue Golden Ale,Kölsch,12.0,Carolina Brewery,Pittsboro, NC
548,Epitome,American Black Ale,16.0,Carton Brewing Company,Atlantic Highlands, NJ
549,Monkey Chased the Weasel,Berliner Weissbier,16.0,Carton Brewing Company,Atlantic Highlands, NJ
550,077XX,American Double / Imperial IPA,16.0,Carton Brewing Company,Atlantic Highlands, NJ
551,Boat Beer,American IPA,12.0,Carton Brewing Company,Atlantic Highlands, NJ
552,Granny Smith Hard Apple Cider,Cider,16.0,Cascadia Ciderworks United,Portland, OR
553,Dry Hard Apple Cider,Cider,16.0,Cascadia Ciderworks United,Portland, OR
554,Farmer Ted's Cream Ale,Cream Ale,12.0,Catawba Brewing Company,Morganton, NC
555,Firewater India Pale Ale,American IPA,12.0,Catawba Brewing Company,Morganton, NC
556,White Zombie Ale,Witbier,12.0,Catawba Brewing Company,Morganton, NC
