id,name,style,brewery_id,ounces,brewery_id,brewery_name,city,state
422,"Bengali Tiger (2011)","American IPA",46,16,46,"Sixpoint Craft Ales",Brooklyn," NY"
423,"Righteous Ale (2011)","Rye Beer",46,16,46,"Sixpoint Craft Ales",Brooklyn," NY"
424,"Sweet Action (2011)","Cream Ale",46,16,46,"Sixpoint Craft Ales",Brooklyn," NY"
425,"The Crisp (2011)","German Pilsener",46,16,46,"Sixpoint Craft Ales",Brooklyn," NY"
426,Torpedo,"American IPA",83,16,83,"Sierra Nevada Brewing Company",Chico," CA"
427,"Sky Blue Golden Ale",Kölsch,179,12,179,"Carolina Brewery",Pittsboro," NC"
428,"Shiva IPA","American IPA",528,12,528,"Asheville Brewing Company",Asheville," NC"
429,"Ninja Porter","American Porter",528,12,528,"Asheville Brewing Company",Asheville," NC"
430,"Hop Slayer Double IPA (2011)","American Double / Imperial IPA",361,12,361,"Wild Onion Brewing Company","Lake Barrington"," IL"
431,"Colorado Native (2011)","American Amber / Red Lager",462,12,462,"AC Golden Brewing Company",Golden," CO"
432,"Hop Crisis","American Double / Imperial IPA",368,12,368,"21st Amendment Brewery","San Francisco"," CA"
433,"Greenville Pale Ale","American Pale Ale (APA)",539,12,539,"Twin Lakes Brewing Company",Greenville," DE"
434,"Sockeye Red IPA","American IPA",223,12,223,"Midnight Sun Brewing Company",Anchorage," AK"
435,"Flyin' HI.P.Hay","American IPA",375,12,375,"Maui Brewing Company",Lahaina," HI"
436,"Great Crescent IPA (2011)","American IPA",165,16,165,"Great Crescent Brewery",Aurora," IN"
439,"Great Crescent Mild Ale","English Dark Mild Ale",165,16,165,"Great Crescent Brewery",Aurora," IN"
440,"Great Crescent Dark Lager","Euro Dark Lager",165,16,165,"Great Crescent Brewery",Aurora," IN"
441,"Great Crescent Coconut Porter (2012)","American Porter",165,16,165,"Great Crescent Brewery",Aurora," IN"
442,"Great Crescent Stout","English Stout",165,16,165,"Great Crescent Brewery",Aurora," IN"
444,"Upslope Craft Lager","Vienna Lager",51,12,51,"Upslope Brewing Company",Boulder," CO"
445,"Special Amber","Vienna Lager",498,12,498,"Sprecher Brewing Company",Glendale," WI"
446,"Dolores River Mild","English Dark Mild Ale",531,16,531,"Dolores River Brewery",Dolores," CO"
447,"Dolores River Dry Stout","Irish Dry Stout",531,16,531,"Dolores River Brewery",Dolores," CO"
448,"Dolores River Pale Ale","American Pale Ale (APA)",531,16,531,"Dolores River Brewery",Dolores," CO"
449,"Snaggletooth Double Pale Ale","American Double / Imperial IPA",531,16,531,"Dolores River Brewery",Dolores," CO"
450,"Dolores River ESB","Extra Special / Strong Bitter (ESB)",531,16,531,"Dolores River Brewery",Dolores," CO"
451,"Panorama Wheat Ale","American Pale Wheat Ale",190,12,190,"Two Beers Brewing Company",Seattle," WA"
453,"Saranac Summer Ale (2011)","American Pale Wheat Ale",299,12,299,"Matt Brewing Company",Utica," NY"
455,"Bourbon's Barrel Stout","American Stout",165,16,165,"Great Crescent Brewery",Aurora," IN"
456,"Point Oktoberfest","Märzen / Oktoberfest",131,12,131,"Stevens Point Brewery","Stevens Point"," WI"
457,"Dundee Summer Wheat Beer","American Pale Wheat Ale",538,12,538,"Dundee Brewing Company",Rochester," NY"
463,"Hopadillo India Pale Ale","American IPA",125,12,125,"Karbach Brewing Company",Houston," TX"
464,"Weisse Versa",Hefeweizen,125,12,125,"Karbach Brewing Company",Houston," TX"
465,"Sympathy for the Lager","American Amber / Red Lager",125,12,125,"Karbach Brewing Company",Houston," TX"
466,"Top Rope Mexican-style Craft Lager","Vienna Lager",51,12,51,"Upslope Brewing Company",Boulder," CO"
467,"Joseph James American Lager","American Adjunct Lager",233,12,233,"Joseph James Brewing Company",Henderson," NV"
468,"Hop Box Imperial IPA","American Double / Imperial IPA",233,12,233,"Joseph James Brewing Company",Henderson," NV"
469,"Fox Tail Gluten Free Ale","American Pale Ale (APA)",233,12,233,"Joseph James Brewing Company",Henderson," NV"
470,"Bozone Select Amber Ale","American Amber / Red Ale",219,12,219,"Bozeman Brewing Company",Bozeman," MT"
471,"Back Country Scottish Ale","Scottish Ale",537,12,537,"Lewis and Clark Brewing Company",Helena," MT"
472,"Miner's Gold Hefeweizen",Hefeweizen,537,12,537,"Lewis and Clark Brewing Company",Helena," MT"
473,"Lewis & Clark Amber Ale","American Amber / Red Ale",537,12,537,"Lewis and Clark Brewing Company",Helena," MT"
474,"Tumbleweed IPA","American IPA",537,12,537,"Lewis and Clark Brewing Company",Helena," MT"
475,"Yellowstone Golden Ale",Kölsch,537,12,537,"Lewis and Clark Brewing Company",Helena," MT"
476,"Grand Canyon American Pilsner","American Pilsner",536,12,536,"Grand Canyon Brewing Company",Williams," AZ"
477,"White Water Wheat","American Pale Wheat Ale",536,12,536,"Grand Canyon Brewing Company",Williams," AZ"
478,"Great Crescent Belgian Style Wit",Witbier,165,16,165,"Great Crescent Brewery",Aurora," IN"
479,"Missouri Mule India Pale Ale","American IPA",314,16,314,"Piney River Brewing Company",Bucryus," MO"
480,"Farmer Ted's Farmhouse Cream Ale","Cream Ale",331,12,331,"Catawba Brewing Company",Morganton," NC"
481,"Threadless IPA","American IPA",256,16,256,"Finch's Beer Company",Chicago," IL"
482,"Trailhead India Style Session Ale (2011)","American IPA",190,12,190,"Two Beers Brewing Company",Seattle," WA"
484,"NOLA Blonde Ale","American Blonde Ale",174,12,174,"New Orleans Lager & Ale Brewing ...","New Orleans"," LA"
485,"NOLA Brown Ale","English Dark Mild Ale",174,12,174,"New Orleans Lager & Ale Brewing ...","New Orleans"," LA"
486,"Hopitoulas IPA","American IPA",174,16,174,"New Orleans Lager & Ale Brewing ...","New Orleans"," LA"
494,"Perfect Tin Amber","American Amber / Red Ale",152,12,152,"Tin Roof Brewing Company","Baton Rouge"," LA"
495,"Voodoo Bengal Pale Ale","American Pale Ale (APA)",152,12,152,"Tin Roof Brewing Company","Baton Rouge"," LA"
496,"Hilliard's Saison","Saison / Farmhouse Ale",362,16,362,"Hilliard's Beer",Seattle," WA"
497,"Hilliard's Amber Ale","American Amber / Red Ale",362,16,362,"Hilliard's Beer",Seattle," WA"
498,"Double D Blonde (2011)","American Blonde Ale",198,12,198,"Hop Valley Brewing Company",Springfield," OR"
499,"Alphadelic IPA (2011)","American IPA",198,12,198,"Hop Valley Brewing Company",Springfield," OR"
501,"Pale Dog","American Pale Ale (APA)",395,12,395,"Hops & Grain Brewery",Austin," TX"
502,Alteration,Altbier,395,12,395,"Hops & Grain Brewery",Austin," TX"
504,"Roler Bock (Current)","Maibock / Helles Bock",530,16,530,"Buckbean Brewing Company",Reno," NV"
505,"Evolutionary IPA (2011)","American IPA",190,12,190,"Two Beers Brewing Company",Seattle," WA"
506,"Great Falls Select Pale Ale","American Blonde Ale",535,12,535,"Harvest Moon Brewing Company",Belt," MT"
507,"Firewater India Pale Ale","American IPA",331,12,331,"Catawba Brewing Company",Morganton," NC"
508,"Endless Summer Ale (2011)","American Pale Wheat Ale",301,16,301,"Old Forge Brewing Company",Danville," PA"
509,"T-Rail Pale Ale","American Pale Ale (APA)",301,16,301,"Old Forge Brewing Company",Danville," PA"
511,"High Country Pilsner (Current)","German Pilsener",534,12,534,"Mammoth Brewing Company","Mammoth Lakes"," CA"
512,"Autumnation (2011-12) (2011)","Pumpkin Ale",46,16,46,"Sixpoint Craft Ales",Brooklyn," NY"
513,"Bomb Lager (Old Recipe)","Munich Helles Lager",525,12,525,"Bomb Beer Company","New York"," NY"
514,"Abita Amber","American Amber / Red Lager",533,12,533,"Abita Brewing Company","Abita Springs"," LA"
515,"Purple Haze","Fruit / Vegetable Beer",533,12,533,"Abita Brewing Company","Abita Springs"," LA"
516,"Jockamo IPA","American IPA",533,12,533,"Abita Brewing Company","Abita Springs"," LA"
518,"Immersion Amber Ale (2011)","American Amber / Red Ale",190,12,190,"Two Beers Brewing Company",Seattle," WA"
519,"SoDo Brown Ale","American Brown Ale",190,12,190,"Two Beers Brewing Company",Seattle," WA"
520,"Inclined Plane Ale","American IPA",532,12,532,"Flat Rock Brewing Company",Smithton," PA"
521,"McKinney Eddy Amber Ale","American Amber / Red Ale",314,16,314,"Piney River Brewing Company",Bucryus," MO"
523,"Winter Solstice","Winter Warmer",171,12,171,"Anderson Valley Brewing Company",Boonville," CA"
524,"Dolores River Hefeweizen",Hefeweizen,531,16,531,"Dolores River Brewery",Dolores," CO"
525,Diesel,"American Stout",46,16,46,"Sixpoint Craft Ales",Brooklyn," NY"
526,"Sun King Oktoberfest (2011)","Märzen / Oktoberfest",25,16,25,"Sun King Brewing Company",Indianapolis," IN"
527,"Atwater's Lager","Munich Helles Lager",72,12,72,"Atwater Brewery",Detroit," MI"
528,"Grand Circus IPA","American IPA",72,12,72,"Atwater Brewery",Detroit," MI"
529,"Tin Roof Blonde Ale","American Blonde Ale",152,12,152,"Tin Roof Brewing Company","Baton Rouge"," LA"
530,"Flagship IPA","English India Pale Ale (IPA)",179,12,179,"Carolina Brewery",Pittsboro," NC"
531,"Special Edition: Allies Win The War!","English Strong Ale",368,12,368,"21st Amendment Brewery","San Francisco"," CA"
532,"Grapefruit Jungle (GFJ) (2011)","American IPA",25,16,25,"Sun King Brewing Company",Indianapolis," IN"
533,"Amber Road","American Amber / Red Ale",292,12,292,"Baxter Brewing Company",Lewiston," ME"
534,"Dirty Blonde Ale","American Blonde Ale",72,12,72,"Atwater Brewery",Detroit," MI"
537,"Velvet Rooster",Tripel,45,16,45,"Tallgrass Brewing Company",Manhattan," KS"
538,"Tour de Nez Belgian IPA (Current)","Belgian IPA",530,16,530,"Buckbean Brewing Company",Reno," NV"
539,Oktoberfest,"Märzen / Oktoberfest",365,16,365,"Great River Brewery",Davenport," IA"
540,"Big Cock IPA","American IPA",365,16,365,"Great River Brewery",Davenport," IA"
541,"Walter's Premium Pilsener Beer","German Pilsener",529,12,529,"Northwoods Brewpub","Eau Claire"," WI"
542,"Canyon Cream Ale","Cream Ale",212,12,212,"Crow Peak Brewing Company",Spearfish," SD"
543,"Bacon Brown Ale","American Brown Ale",522,16,522,"Uncommon Brewers","Santa Cruz"," CA"
544,"Old Elephant Foot IPA","American IPA",490,16,490,"Tampa Bay Brewing Company",Tampa," FL"
545,"Florida Cracker Belgian Wit",Witbier,141,12,141,"Cigar City Brewing Company",Tampa," FL"
546,"Jai Alai IPA","American IPA",141,12,141,"Cigar City Brewing Company",Tampa," FL"
547,"La Perouse White",Witbier,375,12,375,"Maui Brewing Company",Lahaina," HI"
548,"Golden Road Hefeweizen (2012)",Hefeweizen,240,16,240,"Golden Road Brewing","Los Angeles"," CA"
549,"Point the Way IPA (2012)","American IPA",240,16,240,"Golden Road Brewing","Los Angeles"," CA"
550,"Rocket Girl",Kölsch,528,12,528,"Asheville Brewing Company",Asheville," NC"
552,"Cavatica Stout","American Double / Imperial Stout",206,16,206,"Fort George Brewery",Astoria," OR"
553,"People's Pale Ale","American Pale Ale (APA)",527,12,527,"Intuition Ale Works",Jacksonville," FL"
555,"Le Mort Vivant (2011)","Bière de Garde",118,12,118,"Southern Star Brewing Company",Conroe," TX"
556,"Eclipse Black IPA","American Black Ale",515,16,515,"Crabtree Brewing Company",Greeley," CO"
558,"I-10 IPA","American IPA",527,12,527,"Intuition Ale Works",Jacksonville," FL"
559,"Jon Boat Coastal Ale","American Blonde Ale",527,12,527,"Intuition Ale Works",Jacksonville," FL"
560,"Persnickety Pale","American Pale Ale (APA)",190,12,190,"Two Beers Brewing Company",Seattle," WA"
562,"Sunrise Oatmeal Pale Ale","American Pale Ale (APA)",206,16,206,"Fort George Brewery",Astoria," OR"
563,"Fat Tire Amber Ale","American Amber / Red Ale",82,16,82,"New Belgium Brewing Company","Fort Collins"," CO"
564,"Ranger IPA","American IPA",82,16,82,"New Belgium Brewing Company","Fort Collins"," CO"
565,"Deviant Dale's IPA","American Double / Imperial IPA",166,16,166,"Oskar Blues Brewery",Longmont," CO"
566,"East India Pale Ale","English India Pale Ale (IPA)",437,12,437,"Brooklyn Brewery",Brooklyn," NY"
567,"Churchkey Pilsner Style Beer","American Pilsner",526,12,526,"Churchkey Can Company",Seattle," WA"
568,"668 Neighbor of the Beast12 oz.","Belgian Pale Ale",410,12,410,"New England Brewing Company",Woodbridge," CT"
569,"Tocobaga Red Ale","American Amber / Red Ale",141,12,141,"Cigar City Brewing Company",Tampa," FL"
570,"Hotter Than Helles Lager","Munich Helles Lager",141,12,141,"Cigar City Brewing Company",Tampa," FL"
571,"Maduro Brown Ale","American Brown Ale",141,12,141,"Cigar City Brewing Company",Tampa," FL"
572,"Barney Flats Oatmeal Stout (2012)","Oatmeal Stout",171,12,171,"Anderson Valley Brewing Company",Boonville," CA"
573,"Long Trail Ale (1)",Altbier,268,12,268,"Long Trail Brewing Company","Bridgewater Corners"," VT"
574,"Blackbeary Wheat","Fruit / Vegetable Beer",268,12,268,"Long Trail Brewing Company","Bridgewater Corners"," VT"
575,"Westbrook IPA","American IPA",384,12,384,"Westbrook Brewing Company","Mt. Pleasant"," SC"
576,"White Thai",Witbier,384,12,384,"Westbrook Brewing Company","Mt. Pleasant"," SC"
577,"Bomb Lager (New Recipe)","Munich Helles Lager",525,12,525,"Bomb Beer Company","New York"," NY"
578,Shift,"American Pale Lager",82,16,82,"New Belgium Brewing Company","Fort Collins"," CO"
579,"Big Sky IPA (2012)","American IPA",336,12,336,"Big Sky Brewing Company",Missoula," MT"
580,"Narragansett Cream Ale","Cream Ale",143,16,143,"Narragansett Brewing Company",Providence," RI"
581,"312 Urban Wheat Ale (2012)","American Pale Wheat Ale",88,12,88,"Goose Island Brewing Company",Chicago," IL"
582,"Balt Altbier",Altbier,71,12,71,"Union Craft Brewing",Baltimore," MD"
583,"Long Hammer IPA","American IPA",487,12,487,"Redhook Brewery",Woodinville," WA"
584,"Wee Muckle (2011)","Scotch Ale / Wee Heavy",25,16,25,"Sun King Brewing Company",Indianapolis," IN"
585,"HGH (Home Grown Hops): Part Duh","American Strong Ale",166,12,166,"Oskar Blues Brewery",Longmont," CO"
586,"Kodiak Brown Ale","American Brown Ale",223,12,223,"Midnight Sun Brewing Company",Anchorage," AK"
587,"Snowshoe White Ale",Witbier,223,12,223,"Midnight Sun Brewing Company",Anchorage," AK"
588,"Schlafly Hefeweizen",Hefeweizen,428,12,428,"Schlafly Brewing Company","Saint Louis"," MO"
589,"Bridal Veil Rye Pale Ale","American Pale Ale (APA)",480,12,480,"Telluride Brewing Company",Telluride," CO"
590,"Longboard Island Lager","American Amber / Red Lager",439,12,439,"Kona Brewing Company",Kona," HI"
594,"Triangle India Pale Ale","American IPA",524,12,524,"Triangle Brewing Company",Durham," NC"
595,"8-Bit Pale Ale","American Pale Ale (APA)",45,16,45,"Tallgrass Brewing Company",Manhattan," KS"
596,"Independence Pass Ale","American IPA",523,12,523,"Aspen Brewing Company",Aspen," CO"
597,"This Season's Blonde","American Blonde Ale",523,12,523,"Aspen Brewing Company",Aspen," CO"
599,"Santa Fe Irish Red Ale","Irish Red Ale",392,12,392,"Santa Fe Brewing Company","Santa Fe"," NM"
600,"Boji Beach Golden Rye Ale","Rye Beer",471,16,471,"Okoboji Brewing Company","Spirit Lake"," IA"
601,"Winter Games Select #32 Stout","American Stout",471,16,471,"Okoboji Brewing Company","Spirit Lake"," IA"
602,"Boji Blue Pale Ale","American Pale Ale (APA)",471,16,471,"Okoboji Brewing Company","Spirit Lake"," IA"
603,"Midwest Charm Farmhouse Ale","Saison / Farmhouse Ale",471,16,471,"Okoboji Brewing Company","Spirit Lake"," IA"
606,"Scotty K NA","Low Alcohol Beer",522,16,522,"Uncommon Brewers","Santa Cruz"," CA"
607,"Underdog Atlantic Lager","American Pale Lager",521,12,521,"Flying Dog Brewery",Frederick," MD"
608,"Snake Dog IPA","American IPA",521,12,521,"Flying Dog Brewery",Frederick," MD"
609,"Rosa Hibiscus Ale","Herbed / Spiced Beer",44,12,44,"Revolution Brewing Company",Chicago," IL"
610,"UFO White","American Pale Wheat Ale",234,12,234,"Harpoon Brewery",Boston," MA"
611,"834 Happy As Ale","American Pale Ale (APA)",380,12,380,"Blue Blood Brewing Company",Lincoln," NE"
612,"1327 Pod's ESB","Extra Special / Strong Bitter (ESB)",380,12,380,"Blue Blood Brewing Company",Lincoln," NE"
613,"Mountain Livin' Pale Ale","American Pale Ale (APA)",63,12,63,"Crazy Mountain Brewing Company",Edwards," CO"
614,"Upslope Foreign Style Stout","Foreign / Export Stout",51,12,51,"Upslope Brewing Company",Boulder," CO"
615,"Frosted Fields Winter Wheat","American Dark Wheat Ale",165,16,165,"Great Crescent Brewery",Aurora," IN"
616,"Oregon Trail Unfiltered Raspberry Wheat","Fruit / Vegetable Beer",500,12,500,"High Noon Saloon And Brewery",Leavenworth," KS"
617,"Zonker Stout","Foreign / Export Stout",191,12,191,"Snake River Brewing Company",Jackson," WY"
618,"Green Monsta IPA","American IPA",295,12,295,"Wachusett Brewing Company",Westminster," MA"
619,"Wachusett Blueberry Ale","Fruit / Vegetable Beer",295,12,295,"Wachusett Brewing Company",Westminster," MA"
620,"B3K Black Lager",Schwarzbier,424,12,424,"Wynkoop Brewing Company",Denver," CO"
622,"Blacktop Blonde","American Blonde Ale",449,24,449,"TailGate Beer","San Diego"," CA"
623,"TailGate Hefeweizen",Hefeweizen,449,24,449,"TailGate Beer","San Diego"," CA"
625,"Desert Magic IPA","American IPA",507,12,507,"Mudshark Brewing Company","Lake Havasu City"," AZ"
626,"Aurora Lager (2011)","Dortmunder / Export Lager",165,16,165,"Great Crescent Brewery",Aurora," IN"
627,Kludde,"Belgian Strong Dark Ale",10,16,10,"Brewery Vivant","Grand Rapids"," MI"
628,Resin,"American Double / Imperial IPA",46,12,46,"Sixpoint Craft Ales",Brooklyn," NY"
629,Harbinger,"Saison / Farmhouse Ale",46,16,46,"Sixpoint Craft Ales",Brooklyn," NY"
630,Apollo,"American Pale Wheat Ale",46,16,46,"Sixpoint Craft Ales",Brooklyn," NY"
631,"Flagship Ale","Cream Ale",379,12,379,"Grey Sail Brewing of Rhode Island",Westerly," RI"
632,"House Brand IPA","American IPA",519,12,519,"Big River Brewing Company",Chattanooga," TN"
633,"Firestarter India Pale Ale","American IPA",107,16,107,"Bonfire Brewing Company",Eagle," CO"
636,"Ryeteous Rye IPA (2012)","American IPA",110,16,110,"Renegade Brewing Company",Denver," CO"
637,"Monkeynaut IPA","American IPA",412,12,412,"Straight to Ale",Huntsville," AL"
638,"White Zombie Ale",Witbier,331,12,331,"Catawba Brewing Company",Morganton," NC"
639,"Cherry Ale (1)","Fruit / Vegetable Beer",165,16,165,"Great Crescent Brewery",Aurora," IN"
640,"Hipster Ale (Westbrook Brewing)","American Pale Ale (APA)",173,12,173,"Evil Twin Brewing",Brooklyn," NY"
641,"Hoppy Boy","American IPA",520,16,520,"Twisted Pine Brewing Company",Boulder," CO"
642,"Outlaw IPA (2015)","American IPA",74,12,74,"Two Brothers Brewing Company",Warrenville," IL"
643,"Big River Pilsner","Czech Pilsener",519,12,519,"Big River Brewing Company",Chattanooga," TN"
644,"Johnny's American IPA","American IPA",399,16,399,"Moab Brewery",Moab," UT"
645,"Rocket Bike American Lager","California Common / Steam Beer",399,16,399,"Moab Brewery",Moab," UT"
646,"Nut Brown Ale","English Brown Ale",518,12,518,"New South Brewing Company","Myrtle Beach"," SC"
647,"Full Boar Scotch Ale","Scotch Ale / Wee Heavy",491,16,491,"Devil's Canyon Brewery",Belmont," CA"
648,"Fairweather IPA","American IPA",493,12,493,"Broken Tooth Brewing Company",Anchorage," AK"
649,"Great Crescent Brown Ale","American Brown Ale",165,16,165,"Great Crescent Brewery",Aurora," IN"
650,"Three Kings Ale",Kölsch,131,12,131,"Stevens Point Brewery","Stevens Point"," WI"
651,Isis,"American Double / Imperial IPA",25,16,25,"Sun King Brewing Company",Indianapolis," IN"
652,"West Sixth IPA","American IPA",100,12,100,"West Sixth Brewing",Lexington," KY"
